SiO2,CaO,MgO,FeO,TiO2
0.03881014653674605,0.043532486925584715,0.32288239832553456,0.1450151135119009,0.44975985470023383
0.16836235555359938,0.0792174202324726,0.1445784504454195,0.044066692233544896,0.5637750815349637
0.015271134564312788,0.030949214150733737,0.6648508763918798,0.11075379176553757,0.1781749831275363
0.11575177459203327,0.026589873370524455,0.08979354302992237,0.06766306013829533,0.7002017488692246
0.07663429408578154,0.06366211768027921,0.28361942671484935,0.09272451707625845,0.48335964444283147
0.06784355325234467,0.05077838955796011,0.3223484126749143,0.153111307579056,0.405918336935725
0.1363781357703033,0.05300638567826663,0.17269854150614242,0.08763141566228898,0.5502855213829988
0.14912572342295619,0.02400645470638531,0.2591560512882898,0.14870168829128996,0.4190100822910788
0.08925159835180754,0.021554148433706264,0.16773298611221202,0.09498594812759824,0.6264753189746759
0.04897891760894357,0.035205080586368495,0.3613560669438132,0.1371080618967837,0.417351872964091
0.04448745714827004,0.032723132328279114,0.4092135984515545,0.09670780733138215,0.4168680047405142
0.13863177757731784,0.023365465201715046,0.08251283850347806,0.08244787058136971,0.6730420481361193
0.14468899592236786,0.034368046402906055,0.08681778436644425,0.09887258016986644,0.6352525931384152
0.12607178126983035,0.053236271183195204,0.050602202383267465,0.03865108148454315,0.7314386636791639
0.0912800411073155,0.03326927550713063,0.08313412559221674,0.04707659122669905,0.745239966566638
0.14251918458028828,0.04860046782209784,0.04734210868996125,0.02203178384824691,0.7395064550594057
0.0593980020356916,0.07489024539574256,0.12513375280303013,0.0788503171110238,0.661727682654512
0.05253088233095217,0.0772930782815138,0.3795045273491485,0.05616590355666337,0.43450560848172204
0.03816829927556079,0.059189462639460295,0.25607149485213,0.07373853315835137,0.5728322100744977
0.17755058475870888,0.04826748980537285,0.19301184549737033,0.0633360657043174,0.5178340142342305
0.08646151324898624,0.03481690760262837,0.25827652106672105,0.08906843978767012,0.5313766182939943
0.09923863522062079,0.04389200347762063,0.19349722670309102,0.13215218977021911,0.5312199448284484
0.1596635927281371,0.14807725111226303,0.07776054278244941,0.06474072606139512,0.5497578873157553
0.04710550931913987,0.0869121489242233,0.4091610264257878,0.1679589045435606,0.28886241078728847
0.08755430764145321,0.04751454287632552,0.24657978904573086,0.04203569309142691,0.5763156673450635
0.04973925004160926,0.024187257848964583,0.12624612698321447,0.046395904822770506,0.7534314603034412
0.17820347628377323,0.04801229006112409,0.04749677969131207,0.10495558751651664,0.6213318664472741
0.0811451594684172,0.06753746574156727,0.13150055229328944,0.027125054953988342,0.6926917675427378
0.1463577764840793,0.061846040433687195,0.07452823586026423,0.07942264574758946,0.6378453014743798
0.25578272963314597,0.029214573747024103,0.05922864797146796,0.08655520254615046,0.5692188461022114
0.05795527577268155,0.053845144644546226,0.15675869493213232,0.09358208956709145,0.6378587950835485
0.09072061284520906,0.08496090540939914,0.17723707046035528,0.04751100993996773,0.5995704013450688
0.13647248334234247,0.024150418160971264,0.13312955673038301,0.11685499886314223,0.5893925429031609
0.09468842633338813,0.05385110655749964,0.21743184462296894,0.09762193556466152,0.5364066869214819
0.14835530265091032,0.026817957610696785,0.2040760533571685,0.05638314216710101,0.5643675442141234
0.17241038301257672,0.049597676519550986,0.13691480127823819,0.04214871436396216,0.598928424825672
0.18585512396654627,0.053793554100368596,0.025881920031429625,0.015529618890592867,0.7189397830110626
0.15825232799210726,0.040269895861881844,0.03883545260077676,0.06556279061752918,0.697079532927705
0.27506464413663617,0.02160277150112499,0.01364947704276839,0.023397005432294844,0.6662861018871756
0.06421242435738418,0.03300332505035803,0.3961571143002668,0.10051800154203482,0.40610913474995614
0.1885094284007013,0.042755399235689495,0.08548791214708928,0.056298647067104385,0.6269486131494155
0.16941669387008326,0.054449199312494936,0.10470568750400598,0.06656214097382435,0.6048662783395915
0.04159006409977246,0.09270237322208828,0.12053716781095489,0.04282595696734627,0.7023444378998381
0.047841399869695475,0.04634751985416013,0.3221654348614749,0.09713080134384691,0.4865148440708225
0.0382662346607626,0.09332840376873097,0.5516561757669136,0.10355887653724026,0.21319030926635263
0.00839509989058093,0.011692956650786053,0.7425005214819252,0.12443623553814057,0.11297518643856723
0.11293688648372552,0.1211086117797502,0.0799362577927363,0.05069057460275893,0.635327669341029
0.25441786549116,0.04204413988848731,0.07844983857908644,0.060528429694101736,0.5645597263471644
0.08245186739492504,0.09278466558766142,0.26089588821294135,0.06233122270554252,0.5015363560989297
0.07749298204444155,0.03228928436221448,0.18728352832692205,0.055952057303517766,0.6469821479629041
0.10558630038194272,0.031967962024142656,0.18648027856051996,0.08517092826678022,0.5907945307666145
0.014222225648635553,0.043837710194801836,0.5690956407777317,0.07497992282386698,0.29786450055496394
0.14220959275923553,0.05208810622545159,0.18060962309823547,0.12539146851152835,0.499701209405549
0.03804313153880724,0.05042136926678577,0.34889398497273466,0.12945360795524444,0.433187906266428
0.03948668331031985,0.07600378593674675,0.2766969068945051,0.12370902010986694,0.48410360374856143
0.09107964307405476,0.0505749472632226,0.21500559562661045,0.10087585209784351,0.5424639619382687
0.03323956718201038,0.026046795862586902,0.49300634557255185,0.08147828643427746,0.36622900494857347
0.038245062379409986,0.10263834567739025,0.33068089128451106,0.13320683062471575,0.3952288700339729
0.07042025468984463,0.009320582570515464,0.013381168705024959,0.025824851609677076,0.8810531424249378
0.08829096302355482,0.09544066120054967,0.18234131997909211,0.050575611249766735,0.5833514445470366
0.07523963057954523,0.04212715921699061,0.4082601129679234,0.04798723171877922,0.4263858655167615
0.07311527039842995,0.029210680898907937,0.17257061823442427,0.0459735275671452,0.6791299029010927
0.06858347152023266,0.04932963280816693,0.15072012985907915,0.07397845300449357,0.6573883128080276
0.2757471982176234,0.039251734388171845,0.040389485033050225,0.03297975320570133,0.6116318291554532
0.05433387171176222,0.05175034047682862,0.509041121949376,0.07554329406383588,0.30933137179819714
0.056210868204353295,0.11802070045198619,0.28781651095442334,0.12160138702096739,0.4163505333682697
0.08991230872254846,0.08002603881101157,0.15679826523389054,0.039071132987696613,0.6341922542448528
0.09293964181148096,0.0347023606543492,0.1801563365620514,0.17308757778340517,0.5191140831887133
0.07949376540458061,0.04095975173504613,0.12410331234557437,0.046696077227421716,0.7087470932873772
0.12934047879923516,0.06557918436908787,0.07335943183367151,0.03397676176464736,0.697744143233358
0.016802324641305443,0.033906682200452495,0.22904671309589297,0.06504044988977,0.6552038301725791
0.11381795445562963,0.04164827796251094,0.14998538173425982,0.0600347744505708,0.6345136113970287
0.07512963606832088,0.03148155691791306,0.06321629222924963,0.023137970650497046,0.8070345441340194
0.2768854049863936,0.03041981256499473,0.026904059881363993,0.053295575491065686,0.6124951470761819
0.13009307281387292,0.03075838039279561,0.1285013843030232,0.1283032291042824,0.5823439333860259
0.11865180009715225,0.05316898221365965,0.18563367533904818,0.09039250588164462,0.5521530364684953
0.14956460720769382,0.030113322198092967,0.039344007507649,0.013140951163517224,0.767837111923047
0.13508689430170362,0.1675653140053663,0.11604790850607499,0.07625002486826765,0.5050498583185875
0.1937970828248296,0.036769149102718744,0.13992354710996543,0.06383014316309384,0.5656800777993923
0.0894070881942741,0.09058151319916556,0.38020664761321904,0.08650570630256595,0.35329904469077544
0.05234153052537869,0.0944130842158907,0.3798762304510662,0.07395074678710198,0.3994184080205624
0.05960875823542099,0.01957110650324425,0.14972129810532245,0.09756438451864977,0.6735344526373626
0.019980606119216378,0.05294100201128052,0.40240492696698893,0.0791146399289388,0.44555882497357535
0.04911415835678422,0.0770606435592923,0.329657172748871,0.07480782007710758,0.4693602052579448
0.06897927361974722,0.02772676513130156,0.4994228035152732,0.20636002221893013,0.1975111355147479
0.10326081792981363,0.04215567784921601,0.27062090970842256,0.07159897740925304,0.5123636171032948
0.2607392797158571,0.027308141387914365,0.026669944777447663,0.04025644522564576,0.6450261888931351
0.03377914567907182,0.07532522489215374,0.429642268512155,0.03916176047124316,0.4220916004453762
0.09715790305993541,0.03134805770831257,0.10839357882260509,0.07448118173571032,0.6886192786734366
0.09944426490449663,0.061653206116372004,0.2597617547774636,0.10796503741827332,0.4711757367833944
0.023492929383923777,0.04915505627342712,0.6802960333416315,0.05157596494981394,0.19548001605120358
0.17781799578990515,0.0659817691536944,0.08085823915983095,0.07675041431425302,0.5985915815823164
0.08318124370189428,0.03599320958155183,0.320323164259274,0.047034501452551114,0.5134678810047286
0.07082024483844963,0.0402575931793213,0.3548066685830135,0.09455790791190517,0.43955758548731033
0.04560193028989604,0.04336300197490994,0.2541949160526234,0.07157168191147922,0.5852684697710915
0.08027518094450994,0.0860627478144369,0.30368441323818635,0.04755138565057651,0.48242627235229024
0.17070841136442563,0.057077164211594596,0.020679762775955356,0.028090973135854718,0.7234436885121696
0.04503870616428479,0.06480783459280494,0.47024825113546764,0.04660543084699574,0.3732997772604469
0.2236743899712785,0.05291022571116003,0.09035223714609535,0.044036535981629266,0.5890266111898369
0.24212605872288526,0.0681824979513138,0.07363691413013539,0.060239693788239776,0.5558148354074258
0.1777526442796342,0.04364998586992303,0.2860436406330445,0.07849212945725124,0.41406159976014706
0.10691043364490883,0.06493849946383233,0.23744885230415091,0.19627142981644824,0.39443078477065957
0.08571071255896943,0.04553499333117773,0.13537004764755645,0.157872988064822,0.5755112583974744
0.2282843664880617,0.0303889172217778,0.03905917498994343,0.04191663000189165,0.6603509112983255
0.026881069232752682,0.04112219599513296,0.6751978723959166,0.08016916471818944,0.17662969765800834
0.15792295780936516,0.04430661417173478,0.09169399481463032,0.05495155707315101,0.6511248761311187
0.05452632300767944,0.062244066996940565,0.18577573112634854,0.04793931266553648,0.649514566203495
0.12784687112033802,0.02390652003439428,0.0398437771250947,0.03577503764747668,0.7726277940726963
0.16974432453213395,0.03553978283112798,0.04081857452097758,0.019350083510172398,0.734547234605588
0.044982093242988214,0.046012715002863906,0.32116409921269795,0.06327387257410963,0.5245672199673402
0.051035926864355485,0.0709415834956806,0.2339561117319368,0.08323234216389484,0.5608340357441323
0.32486783810013553,0.020732485475365738,0.014196309260162153,0.04443783106046807,0.5957655361038685
0.09725758253727039,0.07271163513667828,0.15545184279367416,0.13375054693611735,0.5408283925962598
0.0914234248641185,0.05294554359169169,0.2395920360302527,0.06134835328242329,0.5546906422315138
0.034338354182763174,0.07091220710081857,0.11521014047136985,0.14929785157802025,0.6302414466670281
0.03247639172074495,0.05859304153240891,0.5146223119224798,0.05230451764075245,0.34200373718361377
0.11220128353190865,0.0252600977891317,0.5030328758577663,0.08026391778310492,0.2792418250380884
0.1864110997804736,0.05971297761975088,0.06755762418480263,0.08597687017704199,0.6003414282379309
0.09551085382335066,0.03218491519783962,0.14523743467407843,0.10470301472204777,0.6223637815826835
0.07197611176544068,0.03900790390682963,0.41484047089605297,0.1717300246765092,0.3024454887551676
0.06813502325018873,0.046094445389576695,0.4072698255791974,0.20358840296286396,0.27491230281817325
0.3311055903590691,0.04098033582619703,0.03654797367020122,0.053196636565970096,0.5381694635785624
0.024563017227489204,0.03125888486270587,0.6355791019868005,0.02374884146390629,0.28485015445909817
0.09225849605705642,0.04410753019496857,0.45684367421160527,0.06318271620278176,0.34360758333358793
0.2529718254547258,0.029599825552099463,0.1696372367216839,0.1475759046025831,0.4002152076689077
0.1886088302419867,0.015871438403697268,0.01198455733931362,0.020676937007823946,0.7628582370071785
0.13290222088730608,0.011165296932046473,0.10816693525512883,0.14016318296972866,0.60760236395579
0.05583116076280935,0.0770873424864732,0.49963235960319724,0.06703594367330662,0.30041319347421364
0.06282950706036246,0.05028973490772793,0.35851522786844503,0.17868698699646712,0.34967854316699754
0.1606109492109297,0.04043676999537116,0.05894099776041584,0.03728573852046802,0.7027255445128153
0.10714000482622395,0.05164459668856617,0.14039515303365713,0.11927302222003158,0.5815472232315212
0.12150443210056788,0.06008965783066129,0.11900292625077494,0.11069285116265566,0.5887101326553402
0.21840985094548648,0.01613555202522652,0.026174699601741378,0.02535219428585257,0.713927703141693
0.1917556316863073,0.030348666367058394,0.16821413852791645,0.041969454519295804,0.5677121088994219
0.31739001414405943,0.04427409900252216,0.20205970566805478,0.07628775785482103,0.3599884233305426
0.040640403323876514,0.030296948943781318,0.1292295158745829,0.05891227947569845,0.7409208523820608
0.02625613362924077,0.07969455601735075,0.570128753963334,0.06628080265020639,0.2576397537398681
0.07255870821551805,0.04665297104918947,0.37609009712557345,0.07606268672291944,0.4286355368867995
0.07960536007445142,0.07637517702982277,0.19185355924152653,0.03270201229663509,0.6194638913575641
0.029478842877331247,0.12255776729334066,0.3005240834740513,0.048158411501821236,0.4992808948534556
0.07269302860834967,0.05144537884658481,0.4182605169428654,0.09009852211273726,0.36750255348946287
0.07277507933958745,0.03306675227503333,0.4362092571964717,0.14186794182484275,0.31608096936406493
0.02857445929875664,0.03435648916487836,0.6164438150287981,0.07566523469236029,0.2449600018152066
0.1704541401372243,0.02534077236340883,0.08344873571718249,0.05778157711072059,0.6629747746714638
0.04220445910453156,0.06380338170910771,0.449654024082521,0.06997147219594334,0.37436666290789644
0.05847411446852328,0.10980038107788125,0.21768602309958252,0.0776493428364611,0.5363901385175518
0.12376257588491771,0.05301776202357341,0.21382311892404335,0.1392691618880625,0.47012738127940296
0.04188724895644763,0.026459202171523324,0.3208361148705592,0.07658565327985986,0.5342317807216101
0.05372251595113042,0.035933895138362044,0.045577841498808225,0.030801848568624297,0.833963898843075
0.12017070392328295,0.049823206656267174,0.18155842772801084,0.1239658508000809,0.5244818108923581
0.2220809938605428,0.015012529904956124,0.0608698947773175,0.06952868790213758,0.632507893555046
0.062102368164244116,0.05933219325929003,0.1800333741550044,0.028959452323114716,0.6695726120983466
0.05562126566496957,0.06935387251847491,0.3944602831633687,0.09663211892350891,0.3839324597296779
0.07055185004468228,0.09287546876930022,0.18446762446441295,0.08467808457591551,0.5674269721456889
0.12795000670958573,0.0891671286794603,0.06192963729870911,0.04543901055010604,0.675514216762139
0.1833369635888877,0.0415462846329276,0.09192402344622222,0.09957340358358951,0.583619324748373
0.12296698717965852,0.04091819539406965,0.04462589990670188,0.04531285138425609,0.746176066135314
0.00960913731046652,0.019987351905087637,0.6499597160966875,0.07368951358689076,0.24675428110086758
0.043112153756745646,0.04659814970023344,0.34320828244348817,0.09766968690292539,0.4694117271966073
0.06275952653517301,0.031637135809473964,0.2967368084175868,0.073403170418661,0.5354633588191052
0.2461587707422869,0.04240393266646493,0.06075712185216,0.046171420753847975,0.6045087539852402
0.06710455419583827,0.020921037358748312,0.26964120542767633,0.06504347004970969,0.5772897329680274
0.14361661269479023,0.06872202056116927,0.0706247218020956,0.020486630930068313,0.6965500140118766
0.10235093628790123,0.03642256484400839,0.32935536805662735,0.16666551389399867,0.3652056169174643
0.08380833261680928,0.04338465928480032,0.10753571766584022,0.05094976767702832,0.7143215227555219
0.13989845251690275,0.04810239483063045,0.035810598073506686,0.061780328408535166,0.714408226170425
0.1266520117484045,0.020585190540056527,0.038563111295407536,0.05294441490233786,0.7612552715137936
0.05208931053166735,0.10901455620957859,0.10692264209251331,0.030565442664426026,0.7014080485018146
0.2516439312935654,0.04453768880500312,0.06799950867610392,0.03577650093081003,0.6000423702945176
0.16341020826050948,0.03324227193107777,0.10567542678425278,0.046413757628411885,0.6512583353957481
0.06300809908969003,0.041102538991354104,0.22419234547374803,0.16322707627473268,0.5084699401704751
0.04123520882525839,0.02075669133025078,0.5652847413819982,0.15462573245961092,0.21809762600288157
0.04167736842630587,0.09004422564953439,0.35745720762785727,0.05096526303699341,0.45985593525930907
0.10241867231159278,0.036505012536988665,0.3303602385979997,0.06852887608297215,0.46218720047044665
0.048727007723698874,0.031133440008428815,0.30298690083524416,0.0932382574795908,0.5239143939530374
0.09891876768588626,0.030061737117699903,0.14332561365756746,0.05354164454247188,0.6741522369963745
0.045891497586479695,0.02461263010179633,0.1785585738904037,0.07196472738565864,0.6789725710356617
0.07930933353752102,0.06587590007299375,0.14156874979014436,0.020100034244759108,0.6931459823545818
0.0625686349161085,0.07218396965987657,0.19051728586619265,0.04655977642915526,0.628170333128667
0.05661071799118312,0.02619443227375071,0.14121782906397237,0.126630968222463,0.6493460524486308
0.07679104785818161,0.05586712937821297,0.21030642060375707,0.06680143828631893,0.5902339638735294
0.1433441847274935,0.09253553727543447,0.1437476627606444,0.07402038169056273,0.5463522335458648
0.057121314000869165,0.04280264033167287,0.4422076088192261,0.16020020655596998,0.29766823029226186
0.20291660242671195,0.026562844351484594,0.05404054625403123,0.052059652602837445,0.6644203543649347
0.16487208521154895,0.10328980071838019,0.028821524458835804,0.07652460049857736,0.6264919891126577
0.0755237766527058,0.03576551803773172,0.2802927694714993,0.1557539464488239,0.45266398938923924
0.08194149816229865,0.031078010668449528,0.12147586925097703,0.0712226956482727,0.6942819262700022
0.27714069022482296,0.03452154508334572,0.07236156397865018,0.09316384257589808,0.522812358137283
0.09548457407556717,0.044564328264367604,0.492710865404995,0.06605345278739355,0.30118677946767664
0.1837062923548214,0.05967390869098098,0.16322385984115176,0.07585332425345846,0.5175426148595874
0.051096724793540285,0.0450799399040951,0.12370871679547103,0.025870306237941128,0.7542443122689525
0.07399273309032439,0.028322706490275767,0.3278404320814353,0.13916906731340034,0.43067506102456427
0.052341605822153935,0.03516886806858609,0.2697592690628658,0.08218912966501896,0.5605411273813753
0.15231051552979002,0.05364265166192865,0.21248564017652188,0.1537486826651678,0.4278125099665916
0.1618376707189944,0.018983007978319952,0.13938396113043036,0.04827315225579373,0.6315222079164615
0.07117484691671427,0.0588784489962242,0.4118634221442863,0.04267317276398412,0.4154101091787911
0.13769750723928154,0.0907284775653026,0.1394475877502083,0.10089190742661722,0.5312345200185903
0.23108915790742737,0.0505295219857894,0.08054926230804757,0.05031421848526662,0.5875178393134691
0.035433961723939256,0.07661091591164057,0.5607313788806413,0.04333101804781575,0.28389272543596317
0.11107487618131599,0.04802329558778906,0.22124928951936476,0.06617033025956189,0.5534822084519684
0.11444645598257368,0.04339889794441318,0.0953759272935688,0.06411282732313725,0.6826658914563072
0.09223499547477851,0.05051461004501771,0.042100294233510666,0.01915712056837405,0.7959929796783191
0.06348681543248853,0.045959686775072416,0.2025515514704706,0.09186597706595405,0.5961359692560144
0.06593989994948189,0.03377236521352215,0.08433297803236846,0.03136688887483433,0.7845878679297931
0.03091322810450981,0.05143421022742124,0.5241393721955835,0.13682800024960565,0.25668518922287986
0.20685129504901625,0.031671521930841946,0.06913821838808631,0.08476267241155329,0.6075762922205021
0.22932774874025103,0.06545433821612184,0.06665579999099393,0.05436270123579751,0.5841994118168357
0.09544866008332466,0.055058998364485724,0.21563682315009935,0.06298538956966518,0.5708701288324252
0.1928995740585686,0.03209980946376485,0.10817110452668814,0.023868929942378096,0.6429605820086003
0.06503526989240778,0.051240139375258696,0.3587942023134126,0.06749858878086368,0.45743179963805725
0.08150138254701784,0.05028997647528983,0.12204077613905413,0.043918123639390155,0.702249741199248
0.1769288026926793,0.0182658440544311,0.061849855540092175,0.028922061974984817,0.7140334357378126
0.03749016426289059,0.06667704786214296,0.07064903034520677,0.03623630395123976,0.7889474535785199
0.09119764374462759,0.050969401198021035,0.06847968744297014,0.030839766710415804,0.7585135009039654
0.056110409292932886,0.05017716602548284,0.3231808663888516,0.08102214737323724,0.4895094109194955
0.08196833460604393,0.08097737394669709,0.17887146225652792,0.07010441303473938,0.5880784161559918
0.08319855992011081,0.05256918591003655,0.20996326329750525,0.07466190922251806,0.5796070816498294
0.12698656155592375,0.0511934077219731,0.07098106674523122,0.07003544872008054,0.6808035152567913
0.10779936611963298,0.03606489394583556,0.14729412648196952,0.07673113343428006,0.632110480018282
0.10942271453769738,0.07395078320867336,0.1632600995565817,0.12106547433984567,0.5323009283572018
0.08444269104360812,0.08140544124602885,0.3511641816590612,0.11337415502050911,0.36961353103079275
0.025481084753337595,0.06484965198228576,0.32264299686689274,0.06376894540111888,0.5232573209963649
0.06425401452955447,0.030737415612908412,0.13790249004897423,0.04855426556337168,0.7185518142451912
0.19359697046876057,0.06619374442138867,0.09745418541627549,0.05115246608061043,0.5916026336129648
0.022928409290843846,0.06180828191255441,0.4915410207559218,0.07564566913584984,0.3480766189048301
0.08385876308594047,0.09678410902686349,0.12285583795658253,0.04346968042976765,0.6530316095008458
0.05279855989383834,0.018143475086869247,0.04154575205246378,0.03096221851483712,0.8565499944519915
0.11887026417950036,0.036631387853999726,0.06756462917005318,0.025166758990656696,0.7517669598057901
0.022502705351684898,0.03351687378685257,0.44368170750466396,0.09466590792548737,0.4056328054313111
0.09336329398456017,0.06360042050649363,0.10781819052697218,0.08070547477784089,0.6545126202041331
0.17733796080666675,0.10770842230532747,0.07712800301309868,0.05609326703135337,0.5817323468435538
0.1881470604943844,0.010428298099846444,0.09303977983448125,0.10068423928650617,0.6077006222847818
0.04103601503596089,0.036240741034605076,0.2203722643800256,0.05278185946793397,0.6495691200814745
