x values,y values
4.720746468,383.9400615
1.308900986,197.7630554
0.810515443,2.084206439
1.063811825,195.7734197
0.863448193,126.563396
3.599773308,389.0843369
0.87422861,170.876997
6.929243249,666.4795589
1.283772126,172.8771631
1.90284383,232.1379429
1.284244794,172.0058487
5.052738114,649.6915617
5.955064875,740.0736919
1.889946201,358.656932
0.934664957,200.9673857
4.619436487,657.5624596
4.054722042,471.2101854
3.245188394,413.2642256
1.201654168,313.6239793
4.397836832,399.7537458
6.135938439,729.422074
1.180351137,139.0057717
5.485219528,832.5433562
5.374648048,615.1516813
3.421977909,279.3934365
1.329396086,233.4283632
4.564280256,419.2580903
1.11182302,295.4746028
1.857715212,246.7878898
3.186822096,367.3190665
3.356173947,591.8591499
5.801534743,694.4978888
5.011645028,615.7100303
5.342768435,600.330211
4.652072073,552.7735324
1.770357281,332.7970851
2.827008296,406.0441034
6.604993866,984.0523561
1.081190198,332.8877362
1.381984369,331.3104727
5.223704255,676.3158979
0.650624594,170.3885893
1.185193846,293.2234625
1.81927426,138.7745504
5.410565556,667.5687351
4.383202997,500.5476649
6.474237844,841.2311351
5.003227714,431.3508632
3.245155598,302.4790551
2.150589986,196.2564011
3.136624107,445.5120963
1.740849462,312.7086096
6.285799354,994.3948434
4.43978653,471.1875512
2.96096392,398.7886595
2.498839762,345.5758355
4.20022797,588.0376078
5.60436827,644.2537209
2.935456848,295.0704557
4.77593569,599.0681093
6.141221057,852.6795364
1.748461979,422.6038865
1.78689611,200.9496503
3.8780248,532.6552494
1.406315856,265.0548287
4.188465394,446.4057318
0.939726798,229.6811992
3.983480708,341.4825988
3.909983539,339.2584898
3.137285199,485.9867377
3.061720568,290.5342477
5.259674223,648.879268
1.287334341,254.7648984
6.952507717,764.6813175
5.489515733,678.3069491
1.818446181,275.0263326
3.005953364,474.5008667
5.036476448,375.3254044
5.823553099,504.1472095
4.136396547,375.0649136
5.358949825,617.1995036
2.244923665,303.4067127
6.711166304,741.6231663
2.944868442,403.2573955
1.576738309,288.416143
4.409011504,380.2182417
6.911569792,612.520168
3.457113171,391.9997167
6.884848597,661.9637097
6.124114033,882.6356102
1.406492513,218.8787125
5.166064334,590.1243946
5.650199122,585.8806154
2.480410414,381.2012491
2.561090972,314.5049231
6.476036454,844.9844686
6.22849764,670.0628787
3.334236875,446.2501009
3.126052023,364.8828207
4.936643865,537.5175296
3.855190747,486.386182
5.562142469,704.5773556
3.15107685,395.9694825
3.269087401,432.704248
6.928836399,680.9196042
3.65799977,498.9052401
5.99769421,858.5407567
4.577456693,613.305504
1.220555111,82.65296119
5.276616802,603.969334
5.562854272,672.0835679
0.722461538,112.8946874
3.196015115,437.9318842
0.755241829,147.3155125
5.136341382,530.0512419
4.348929274,439.8170921
4.411091263,586.4832957
5.580375482,616.9915972
6.022623478,840.9975746
5.523345777,616.7666824
4.16624919,419.1174035
2.43814752,298.372057
4.591428537,547.4169787
3.926597784,573.8141377
4.458492457,676.5887898
1.630614825,135.1419397
5.620890757,693.6566104
3.270386429,453.1045254
1.305459933,338.3215397
4.30500827,452.0274598
4.935587865,740.8654677
0.765207863,153.7490063
0.878973564,400.2965653
4.935956021,625.3754291
2.479929693,251.298299
1.305743665,307.0851367
2.291104231,293.1596269
4.582016352,548.3480702
3.659010056,421.1120558
5.764561743,745.6921769
0.817294483,228.4816509
2.520462322,235.4504895
4.070911752,732.6024818
1.728148198,368.7567172
2.22939561,299.0053141
1.168711464,266.6921073
4.449321299,473.5868663
6.166398365,773.602406
1.638237716,178.1824131
4.731867824,668.8195976
6.007040983,737.1208126
5.025600766,645.587723
5.838677757,641.9293816
3.406499595,509.5941364
4.514224994,715.4149163
6.496080919,606.2395528
5.49969491,616.2363359
4.723550119,570.7833319
6.708158632,753.1685444
6.687312185,786.7249538
6.72081974,931.0601371
4.124140429,518.0033409
4.634854274,767.7307582
4.263508009,393.5565641
5.590901127,559.3782976
5.536667955,605.0083246
5.933060457,579.6098652
0.640772184,67.2094607
6.39623144,948.6455711
6.400227282,628.5045907
3.647644811,351.2283257
2.358304866,348.7708486
5.910244119,799.0927937
0.6951507,90.25521201
3.035499664,569.3709483
5.760630665,577.9949922
3.626384304,376.0425439
0.754315543,273.9342337
6.460271328,636.2428418
3.509531791,572.9825892
4.316244625,657.1574442
4.486056528,443.2734885
6.654401323,1022.720197
3.505102973,335.9569271
2.479396158,257.3512038
1.646455752,358.2584097
5.585223693,705.9898292
4.855941581,597.3930574
5.295404404,467.3640485
6.627954237,892.2085652
1.467598351,123.3609976
3.276584607,515.5348588
5.934584597,495.4969818
1.469442475,238.9400476
1.566227237,-53.90621292
5.070279434,740.8863233
0.974109736,288.3624777
2.964064706,467.0697117
5.16289816,571.6062284
4.762021738,627.5200476
5.36934926,343.5995937
4.534251162,458.1597493
2.09362006,417.7626923
3.275141964,515.0282747
4.519073664,415.0063498
5.352946335,511.0926086
2.137824268,393.7528311
1.360548361,217.0878406
1.543384146,-44.67581092
4.979219686,498.5055356
4.274896397,553.8139056
4.293556361,468.0223879
5.472723389,528.4707882
3.333617143,213.2744883
3.875164182,379.6463173
1.563602858,306.2848265
0.828860343,87.10266192
5.999992345,731.3946872
0.703075508,273.7573123
0.772490527,275.1871685
4.651561511,455.7765936
3.79077525,341.0339682
1.964223945,209.6588556
2.899332385,491.093891
5.104772366,727.6910458
2.092609922,552.2825176
3.884583412,453.2542594
6.043436052,575.6927039
1.505226257,247.0334989
6.898073373,895.8468417
5.780294339,726.1047966
6.910904499,877.8043573
3.567708808,453.6821389
1.508062665,256.2966345
5.290263379,770.7935646
3.257245083,328.7149038
1.482864963,169.7302234
6.467145129,1038.057403
4.843999716,511.9665374
3.552099934,277.619956
5.070878133,565.8493156
3.760936529,550.5625569
1.689708957,308.6355272
3.726075177,486.8451109
2.913241431,620.0536554
6.753336537,678.0210226
0.633977886,169.949603
5.234097445,477.8381892
6.119584521,788.8681041
3.934516612,617.7211912
3.124956665,331.2205872
4.245783303,456.112716
1.446834028,278.0230108
3.538512221,663.2785315
2.983836803,420.7198344
3.634282397,355.2746976
6.031975925,596.5936972
5.806671046,534.6764263
4.609889986,659.1800511
2.304730894,396.7647111
5.827586081,657.4257313
4.378704355,579.8823449
5.85279261,730.5271673
0.635719375,166.7032332
2.676278724,411.0493286
3.674881965,485.505452
3.715952732,474.1225925
6.253241076,692.3664252
4.495883506,525.1632495
4.070768769,657.3048567
6.413476384,909.6748443
5.767866784,581.1626567
4.187847229,452.4023332
3.592726441,435.2618232
4.421444075,664.641758
0.652491385,256.1427425
2.485902342,253.500128
2.625056979,509.5768941
3.901961294,397.6512437
6.957264038,914.4472944
5.507133561,472.6103549
2.324950529,242.1665375
2.493956625,409.549018
1.629618131,34.63288229
6.068289168,743.9153949
5.743749808,576.5315731
2.293277922,517.9622702
5.679187869,675.1236024
5.483135593,704.4419486
1.664980742,318.6933781
1.866153231,236.3270585
0.644827469,158.7907638
6.110861967,922.7590074
6.695555201,812.1240976
5.051273294,630.9721221
3.553806092,396.0260238
2.433780494,331.1743376
1.167548938,251.2586637
4.173042446,457.4485337
1.11975433,278.7119961
1.193305394,340.4244591
6.750428456,788.9981576
6.080561575,659.59457
3.092864799,353.7800555
3.437006984,397.2467749
2.956801092,279.0303972
6.55429414,898.4607773
1.188462123,136.8769553
2.313499362,420.691231
5.277645067,694.9520415
4.503811711,597.5161867
2.919243565,428.8236939
6.134142005,977.3528818
6.435056643,723.7124817
3.322182702,521.6824724
4.850472561,616.3314304
6.8969684,774.2374086
6.202284188,775.9059359
6.770316479,866.4757762
4.708842499,647.458367
2.080371357,267.3650419
3.603585302,531.3139975
6.867105463,650.6362842
5.285071207,654.9323371
4.462457048,558.3900524
1.456619184,367.5437189
1.699438146,237.9749015
3.703615897,333.9516156
5.169284263,668.2312475
2.163272198,375.0951758
5.312612569,718.481309
2.916364614,413.059005
2.836948414,325.3236044
6.070275225,671.4702811
2.998372315,363.9740807
2.81168149,430.9181191
1.680743242,165.4366005
4.915408512,627.8710825
6.640395966,751.4063938
0.933109676,188.2278659
6.545972925,784.8199237
6.294444872,711.9512425
4.769120106,673.0779013
6.244709822,632.799214
0.822826492,-83.48181203
4.016357289,516.0896292
6.026785142,586.6089076
5.683310733,583.1767855
3.760405804,536.9185149
4.287727597,363.8206845
0.733927481,71.19176501
5.198547386,658.8259222
2.417838546,221.6347853
2.309164781,522.8383865
3.943634407,427.9036054
1.464766407,337.4700264
1.473682917,337.6637212
2.114061895,191.9003028
3.309362331,430.2723087
4.933923143,638.7242862
6.25258242,925.1999143
0.636602351,108.9831126
3.790165789,529.8134503
1.743943421,302.9470988
6.182199956,641.8669824
6.83459826,827.0079033
1.502512112,163.2820091
6.859483766,730.0359314
6.331478583,824.8442457
2.125231782,251.8391873
2.076692042,316.8262616
2.337834274,340.5617419
3.030002701,365.6419458
1.7457936,179.6652298
5.099243465,526.2154688
0.75622308,180.9455741
6.419363891,731.6005658
2.324989009,284.2321986
4.73348044,740.0792829
5.083355542,657.7958334
1.271641166,233.3973706
1.433410404,269.2148983
3.291702227,418.1188038
0.655351302,252.2181604
2.876149857,327.2322668
3.123388614,438.293284
2.001960265,149.4486179
4.561580907,537.9351031
1.998093097,322.132093
4.738223072,628.9472831
6.845084131,729.9033421
4.36878119,578.1989883
0.82813876,302.2265149
1.748231761,157.0570302
2.610041394,228.7399525
6.103123816,723.9644296
2.916639159,287.0872215
0.680092647,123.8726497
5.417971134,574.2140372
2.173901911,270.0713513
2.810294882,395.1950976
2.533254036,429.9291543
1.280242114,109.9057558
3.160397528,475.7840153
6.923718153,880.7916179
2.168126862,194.3134778
1.954133441,361.0577725
3.54590299,448.9804973
6.380499733,712.8993165
3.89505316,626.4227737
1.455326643,312.0032122
2.741849197,315.0530641
6.056724724,619.7576013
3.097698929,228.4382213
6.010423455,597.287864
3.004001591,439.2831045
4.161240499,561.5532238
5.141410737,494.4966194
5.1799354,542.7066431
6.673304947,885.864266
3.789302639,538.0735302
5.484320629,671.4104691
1.028456056,87.97072902
6.722577332,800.3906799
5.030970336,649.9486731
4.47537381,461.0991243
2.645807161,503.5733784
6.977393538,693.5462459
1.942976262,172.8249342
6.539914907,839.7874073
2.945299027,402.1621396
0.620303185,110.5419729
3.224020108,461.513622
5.079150688,683.9420535
1.094316792,192.8896365
5.825083462,549.1027403
5.89716696,807.6796807
4.575275217,591.9567979
1.958872737,278.8523366
6.663204704,701.8169226
0.877485534,197.9607615
4.414474268,614.7356602
2.105972138,332.1902239
3.044806962,592.3694335
4.390372021,485.3565941
4.9824946,559.9925814
6.616675065,789.3692084
4.683797226,461.2595664
0.872410799,221.4523032
4.282472077,330.844191
2.512963933,471.4912877
4.182009339,485.1916675
3.196555278,307.774904
4.428338979,588.8783498
5.348487626,637.4256325
4.292780594,475.4727497
4.660037269,543.0116898
4.681147483,526.4274689
2.431971428,420.4529455
0.894505977,273.731427
5.121278801,814.1238315
0.747971402,-88.4408492
3.385204811,452.4905346
6.262131714,588.0091038
3.566847233,313.6625185
0.763928957,296.571342
1.351097366,196.878841
0.974710487,152.95757
2.248115914,262.4054983
4.638953736,470.7605874
5.225566938,598.6706131
3.879799691,434.7343991
3.491265001,440.9769753
0.724071434,19.11059018
4.204122517,666.2475644
4.741049742,538.3202542
3.096621467,610.1519671
5.405731189,693.4731727
0.8705058,358.3473605
2.620945297,404.3095336
0.979009262,269.7312978
0.697565312,118.9430378
4.149941191,649.7929479
3.611667598,452.9108556
3.766748328,437.186682
2.967189625,364.7254093
3.739129043,332.4338102
1.65349513,261.5270792
6.687599999,582.8476127
3.680716435,772.1723759
0.865809032,240.0044903
6.532352585,730.3492018
4.076189348,516.0709384
6.695566905,785.0068425
1.029250171,210.7448655
3.139407451,291.101685
6.892438715,692.9586786
4.236132374,567.5580969
4.38264716,637.5486825
0.771939223,251.8513299
4.085233475,508.6931887
5.86640827,706.2948942
1.963461613,333.8289862
2.751256143,370.1156443
1.145444961,206.1366245
5.509009073,588.18958
4.929554027,738.7576382
5.187578472,612.6923244
1.763436985,207.1632977
1.284561206,318.8383607
5.189189853,628.9997416
6.113892239,764.2255018
5.589948898,795.1310635
1.977350973,253.7367411
5.869124198,626.0301607
2.697101786,400.6025593
3.019695009,466.3009863
3.081959324,502.9220489
4.663052514,513.6911228
3.345750999,379.0337403
1.03830252,326.0645722
1.249808182,295.9098714
2.873661868,503.9375622
3.847165179,351.3021008
5.893816317,623.7561955
6.674553679,702.8057115
5.376313588,706.324508
6.152162855,818.0131045
2.880675492,438.6878062
6.844124055,852.4897745
1.491657736,250.815938
6.560192642,791.178567
6.131232117,784.9614465
6.020481397,621.7543835
2.357239206,199.3906711
0.715974306,-33.78989216
5.269456945,684.9969809
6.516471293,811.4623126
3.160576463,410.3946782
1.048528811,294.8995787
5.224690854,640.3669262
0.838813903,187.5890543
1.932651184,122.5520463
2.731210152,451.3979951
2.704445619,192.0926916
4.979303695,531.4444844
5.200216763,581.677274
5.312654303,530.0699572
1.115429933,46.5244838
1.827610099,346.1827879
5.753741899,765.6945707
3.280383274,521.227907
1.392702514,275.9619607
6.85931203,821.151151
2.250722604,403.8600185
4.669129241,615.9299514
6.386220719,766.858631
2.904536948,394.0231368
5.63642096,521.8918489
5.922567877,742.7149868
4.325244848,576.0999052
2.270940231,232.1496228
3.105693416,501.7407675
2.257838801,175.4527112
1.417766232,390.7691351
4.958822543,661.1215868
1.155954546,266.7835234
6.651843882,819.8066065
4.633257114,571.2996165
1.346511184,310.1929095
3.609652782,431.8728166
2.382022182,234.8193241
2.358401228,288.0096555
1.489730879,357.3551388
3.444377866,311.6588384
2.838441425,553.8375705
3.600269883,527.0127618
5.889055057,632.6659426
5.82047232,727.7176806
2.815026767,281.9867469
4.397078464,554.6867971
2.820576784,251.212581
6.329693486,780.6887037
4.256042756,435.5290486
6.349538892,699.8232094
2.737557931,511.0759732
1.436005423,296.1568536
6.338568666,753.4874937
1.154996904,-28.36699824
5.227295048,673.8115221
1.91000875,324.792234
4.939179285,616.5502795
6.064648191,657.0982586
2.431616195,242.6950222
3.010325696,551.7469713
5.773208699,810.2065749
4.060618355,537.097423
2.851638509,196.8426558
6.079111269,773.4306546
1.360392161,433.9240007
4.323456065,625.5180556
2.358647714,389.7683892
4.217780457,600.4324041
1.419509884,219.4221272
4.532936826,718.908661
2.99339392,338.8480214
6.802123072,776.5805762
1.402168237,431.9023049
1.396420263,225.529911
3.082210742,422.1405449
2.443541747,244.1472393
6.190293994,874.8251996
5.009914088,795.9221987
0.797097327,-19.822765
5.3875303,667.1928163
5.925828398,636.9235913
4.754025627,659.0712025
5.33608243,628.9590787
3.759382574,302.5205172
0.641087396,133.2924835
1.281771946,498.3214214
2.7614511,425.096711
5.739061511,692.4086811
4.431033895,688.2303479
1.665745556,298.2723437
5.203579313,503.9902957
5.025460718,514.3567387
5.033659235,594.9592256
5.529714133,829.1065567
6.697858082,766.742671
3.955455348,390.4520619
4.206851246,490.7549081
3.232333193,353.6186101
5.122343595,498.589346
6.598451702,758.3742938
6.435444007,939.7422183
2.815864646,336.7721337
2.504610414,455.0696914
6.131946495,523.4017166
4.575787376,579.6611188
2.389243524,582.9124413
3.577797578,411.6012967
5.3960192,735.0529059
6.28770039,599.4050731
0.681670415,353.9654033
3.391798135,317.8693838
6.746790521,790.9451827
6.907751282,725.2169674
5.124019079,655.6769546
4.33753599,431.6757618
1.399129942,237.1356196
0.8995372,211.228813
5.314172348,661.166127
1.460428269,147.4864712
5.665129161,496.3733793
0.629574077,105.9482726
1.344596162,356.6845517
6.923485392,773.1500937
2.135226229,562.9072869
6.083589417,701.4500398
1.578069968,440.0695192
3.563803895,341.3967012
2.826644481,361.9652042
6.919346771,609.9788944
6.378008626,734.2477445
0.870125713,131.4347001
1.57368743,340.5455076
3.023159753,246.8510825
5.346754525,618.2389139
3.372899135,589.4353642
4.425722385,391.0547105
3.748955463,446.8203182
5.816906761,582.3638542
2.576505209,425.439394
6.694827215,726.6843941
2.20444679,425.7357468
4.776427333,379.4659641
4.419666506,617.3479768
3.162327897,222.1512458
2.154022557,458.5960025
6.645812196,864.165791
4.961437392,697.96332
0.710307348,38.81262453
2.905346287,274.6420428
6.148673049,583.4797948
4.375948021,474.5576826
2.088309977,381.5398553
4.811970465,601.7502176
3.582771609,572.8738019
1.827788249,227.2351979
6.847437228,867.681229
6.979846943,676.9567471
3.60769353,454.5365576
2.688183047,470.4870821
4.4632289,534.2721145
0.77323967,291.7659472
4.941970215,612.4466199
0.670568128,-27.9701005
4.864145321,508.6201846
6.116882257,842.3457028
3.912977438,350.9543299
0.899662787,133.6505109
1.49172766,290.6175725
2.073932932,555.530879
3.840280781,355.6051618
4.166460673,445.8713987
4.835846363,665.0450183
6.099375992,742.8017967
5.286474259,543.6177059
6.48888032,658.555158
0.682969337,191.2066568
6.785774484,872.8124715
6.371926436,709.4870093
5.429844937,699.8234811
0.811899126,276.657115
5.928516176,634.6221291
2.414632987,387.7280465
6.885302155,836.8672201
4.576968319,529.0753018
4.225719033,604.5727088
3.912933721,230.6287407
4.179176131,663.5307406
1.991265355,306.6188688
0.61974766,282.3626965
1.443239068,142.8003102
4.595218383,594.1207989
3.30758694,461.1237799
6.775100416,695.3892323
6.400257317,717.6326784
3.762267063,651.7970922
6.729368338,749.4160239
1.111461965,150.5063135
2.484117206,307.1734234
1.977096401,480.4870428
3.979346717,496.0327072
6.650751925,817.6164759
3.00806764,515.4824524
6.79507505,705.0589175
2.803847153,495.0681474
5.111931124,475.0287218
3.918231475,302.1163637
1.620683816,351.0429203
2.782351269,526.5637413
3.448164503,749.7847878
5.42026534,710.8541387
6.424209356,768.666162
4.619835231,838.0076563
4.729415538,673.7595718
4.448137649,606.1677765
4.599640245,622.5351265
5.508766471,749.666436
1.398510316,243.9529039
5.964080834,748.6069228
2.363992454,420.8520478
2.679564373,156.895529
4.619734324,661.5706536
3.787269877,499.5543492
4.279018142,531.6935167
2.819879254,356.1676374
3.800022673,696.8569426
4.837068545,501.220674
2.575555032,262.4070212
4.195770183,327.5517375
6.476164605,697.7174818
2.409399315,463.1009593
1.258210612,397.3490072
2.117591984,332.5711527
1.371086407,275.9520178
6.066811523,846.8612765
5.365102463,466.4465745
1.024379566,306.2750096
4.525463958,425.3929645
4.698150388,566.0747874
6.072330573,693.8066343
6.80509003,580.7123187
3.949237772,539.7634432
4.231295239,631.5363474
3.706549691,351.0382045
6.510723994,668.3701794
2.669698384,403.5817763
3.234974858,378.5722214
3.112085126,550.1016388
6.868818464,805.9690621
3.223782203,444.2568191
3.190494768,470.0560636
3.95267303,599.9352594
4.812427986,545.1951095
4.590327643,479.3351374
5.379057592,642.7865486
3.942391913,438.7955129
1.365937239,200.7266484
3.56979366,424.1461554
4.352471256,739.5680174
0.638998918,209.5112923
2.825761681,332.0592341
0.758433981,80.39455986
2.582941939,369.6498524
2.11454431,352.0877016
1.995224109,412.0594188
2.473463615,405.2963446
3.347345203,416.5339831
1.893542597,352.8796966
6.049548464,701.5402024
6.147576015,636.2526954
1.978522795,448.9938226
3.621753885,663.5581786
2.012990832,68.7374631
6.666653091,743.7050605
1.795294505,357.721297
3.707327472,513.5318878
4.295030849,532.1792711
3.823017588,517.0335368
4.191055167,536.1752205
2.259731549,102.1761173
3.235215205,572.0674232
3.263761455,504.784247
3.391127962,574.4718329
1.247997653,390.2795172
4.99756112,764.4403922
3.538230025,361.6562878
0.832099009,72.10566652
3.983800923,639.5109639
6.643818607,901.9990367
5.0885482,521.960413
5.3185392,636.1503586
1.79954113,152.9672003
1.736221225,215.2021973
3.753300932,442.5476052
5.809414442,725.7185814
5.525783228,578.1979768
6.498796415,674.5103407
4.496953162,421.0824636
4.097524543,688.9389057
3.670355905,527.4246225
6.984600524,778.3206894
5.789341374,723.5654382
6.516034047,656.7736559
5.109824036,649.131198
0.875682043,96.97349975
2.964822047,189.7689816
6.046250923,664.1769751
1.877919373,285.3269499
3.469169957,334.9385155
2.906396356,385.447464
2.012885477,373.5074309
4.514804881,562.3673668
5.317775911,578.6038126
2.747480905,352.1394192
4.140031543,631.3223431
3.574840399,252.3325152
6.279466388,777.269441
3.141142525,337.2356661
6.829882498,743.9294992
5.689224164,486.3853919
6.540487557,629.9755514
3.11996271,383.2782163
1.089675586,122.9759845
5.054596525,567.3527127
2.389827482,536.2202257
6.628200013,721.6678502
5.010981632,608.2841629
3.797279956,583.4374232
3.466059802,617.251154
3.029451616,399.9770951
2.269584996,318.0081609
1.001091519,450.7373796
2.382223178,465.2688627
4.78965638,417.3067338
5.531617146,584.0097032
0.934370209,185.0024053
2.293739679,204.0096056
5.800566147,716.6018362
6.148115894,738.8272542
3.476365672,523.8598541
2.422959275,367.423148
3.941702885,448.4359443
6.147667827,891.3625075
3.545249056,586.3396747
1.139311298,295.4868012
1.141133871,89.54757181
3.091905782,384.7204272
4.854680831,463.2982537
1.541705636,349.044407
2.97838459,592.7428054
2.802367234,424.2070914
3.033889716,423.0418199
0.660590312,99.15284406
6.336990846,671.3327966
3.968659266,634.4080599
6.780734113,999.1797726
4.836063052,650.2366712
5.760706298,624.2048132
6.489046992,757.6167492
3.793228028,499.7895369
6.096846175,707.8783654
6.143176315,677.073705
4.619327657,583.113484
5.845371491,862.7961839
2.692056089,224.1039298
2.480752778,308.2770627
3.011677573,442.0584161
4.871170349,549.2522517
4.078487288,565.0145659
1.947726733,480.8719972
6.84765215,835.1557967
1.570838428,262.8581481
4.051767613,564.742338
2.963319764,261.2267405
1.286303735,313.0599905
3.448123783,517.6896858
6.54535259,704.5491401
5.453263384,733.6031846
0.803625018,292.5249922
0.687511188,162.9741595
